gene	beta_injury_index	AveExpr	t	p_value	FDR	B	logFC	P.Value	adj.P.Val
GALNT1	0.06845288646387392	8.40232015625	2.143688863511597	0.033908677693439665	0.0718993533351587	-4.356885889811384	0.06845288646387392	0.033908677693439665	0.0718993533351587
USP40	0.06709471110011032	7.089346796875	2.1435615864570496	0.03391909302645355	0.07191442793415635	-4.357146388435155	0.06709471110011032	0.03391909302645355	0.07191442793415635
CORO7	0.06928711568975376	5.337779375	2.143043263674527	0.03396153698391921	0.071997399279913707	-4.35820709373049	0.06928711568975376	0.03396153698391921	0.071997399279913707
LOC151174	-0.05705612069458756	4.829981015625	-2.1428026694715965	0.033981254151171154	0.07202346222641907	-4.35869936900222	-0.05705612069458756	0.033981254151171154	0.07202346222641907
PRPH	0.06820802055277789	5.4758428125	2.142772977314667	0.0339836881677712	0.07202346222641907	-4.358760117999451	0.06820802055277789	0.0339836881677712	0.07202346222641907
SLC5A5	0.05787329399675246	6.100017109375	2.142772053401229	0.03398376390805707	0.07202346222641907	-4.358762008277808	0.05787329399675246	0.03398376390805707	0.07202346222641907
OR7E156P	-0.05383139150280858	5.502403828125	-2.142586956361045	0.033998940679327766	0.07204860755941714	-4.359140691796771	-0.05383139150280858	0.033998940679327766	0.07204860755941714
MFSD12	0.045724722312682195	7.04822578125	2.142494429676567	0.03400652947141125	0.07205766954915342	-4.3593299774679215	0.045724722312682195	0.03400652947141125	0.07205766954915342
MIR6840	-0.10236686790589618	9.1037384375	-2.142453289990991	0.03400990410914925	0.07205780111876144	-4.35941413618305	-0.10236686790589618	0.03400990410914925	0.07205780111876144
SLC39A7	0.06906720627789752	7.043132578125	2.142359866747464	0.034017568578184006	0.07206702077144884	-4.359605244845852	0.06906720627789752	0.034017568578184006	0.07206702077144884
CASC16	0.06193741246970432	3.27502359375	2.141917940999908	0.03405384453557683	0.07212999709506321	-4.36050915283218	0.06193741246970432	0.03405384453557683	0.07212999709506321
KLHL24	-0.09175015962415964	8.039313984375	-2.141884040851113	0.03405662864708211	0.07212999709506321	-4.360578484495486	-0.09175015962415964	0.03405662864708211	0.07212999709506321
MIR6800	0.06201900656586003	6.634056484375	2.141876564449454	0.034057242686682025	0.07212999709506321	-4.360593774891538	0.06201900656586003	0.034057242686682025	0.07212999709506321
LOC162137	0.07296198549759893	3.356732265625	2.1417273966325086	0.034069495894897675	0.07214892369564925	-4.360898835730245	0.07296198549759893	0.034069495894897675	0.07214892369564925
ORAOV1	-0.052337974368099574	4.78575765625	-2.1416858526177833	0.03407290915580265	0.07214912808976687	-4.360983793243035	-0.052337974368099574	0.03407290915580265	0.07214912808976687
CCDC69	-0.06816678073793057	7.141190078125	-2.141573278864618	0.03408215971407448	0.07216169167415439	-4.3612139988645895	-0.06816678073793057	0.03408215971407448	0.07216169167415439
MYZAP	0.05145140669592538	5.684186640625	2.140572529419633	0.03416449010643214	0.07232896868955896	-4.363259967797164	0.05145140669592538	0.03416449010643214	0.07232896868955896
CYP2C8	-0.05781113929549049	12.55955859375	-2.1403151969526357	0.034185688292578474	0.0723668039537232	-4.363785923848523	-0.05781113929549049	0.034185688292578474	0.0723668039537232
LOC101928623	0.0441627868809745	7.998477578125	2.139733850846385	0.03423361949928175	0.07246121679165864	-4.364973907376712	0.0441627868809745	0.03423361949928175	0.07246121679165864
TRIM10	0.07809971520184573	6.273237734375	2.1382743742729793	0.0343542074499748	0.07270938652065594	-4.367955030602584	0.07809971520184573	0.0343542074499748	0.07270938652065594
AICDA	0.05993830847070863	2.793995859375	2.13801604893163	0.034375589548557295	0.07274201914360438	-4.36848248802258	0.05993830847070863	0.034375589548557295	0.07274201914360438
GAN	0.06039468210450016	5.37804578125	2.137971020496435	0.03437931781798293	0.07274201914360438	-4.368574422531606	0.06039468210450016	0.03437931781798293	0.07274201914360438
TSPAN10	0.061487397988320494	5.835425859375	2.1379669130552275	0.03437965792375289	0.07274201914360438	-4.368582808600305	0.061487397988320494	0.03437965792375289	0.07274201914360438
MIR3190	-0.09136231077493738	6.048069140625	-2.1375693386707244	0.03441259178130524	0.07280462060092714	-4.369394456116074	-0.09136231077493738	0.03441259178130524	0.07280462060092714
CEP89	0.05099951406379003	5.0956793750000005	2.1374789325303474	0.03442008455584395	0.07281339096987975	-4.369579000502432	0.05099951406379003	0.03442008455584395	0.07281339096987975
PRELP	0.1164326099098474	6.78720953125	2.1371857862423367	0.034444389938682166	0.07285772212525798	-4.370177344618621	0.1164326099098474	0.034444389938682166	0.07285772212525798
TIAL1	0.04089890072436882	8.49750921875	2.1368612928786446	0.03447131166879909	0.07290090519058343	-4.370839582481171	0.04089890072436882	0.03447131166879909	0.07290090519058343
RAB15	0.06961011014118207	7.269666796875	2.136858928775422	0.03447150787433187	0.07290090519058343	-4.370844406885455	0.06961011014118207	0.03447150787433187	0.07290090519058343
PPARGC1A	0.19115459464949114	6.0544653125	2.136581413466252	0.03449454658692858	0.0729425363959811	-4.37141069535479	0.19115459464949114	0.03449454658692858	0.0729425363959811
LINC01281	0.04678515574216651	4.7757615625	2.1363144333613673	0.03451672324626013	0.07297619630601798	-4.371955421397187	0.04678515574216651	0.03451672324626013	0.07297619630601798
ATAD3B	0.04860014515275441	6.940982734375	2.136309009603162	0.03451717389751386	0.07297619630601798	-4.371966486966807	0.04860014515275441	0.03451717389751386	0.07297619630601798
UMPS	0.050375207099226896	7.52648984375	2.13613748422056	0.03453142828578475	0.07299923804671289	-4.372316420129322	0.050375207099226896	0.03453142828578475	0.07299923804671289
SNRNP25	-0.06573559956979973	8.676299765625	-2.1360190462769615	0.03454127388165139	0.0730129560535966	-4.37255803302677	-0.06573559956979973	0.03454127388165139	0.0730129560535966
RFT1	0.06013587292085448	5.86947578125	2.135587514892565	0.034577167059615825	0.07308172513095833	-4.373438249662488	0.06013587292085448	0.034577167059615825	0.07308172513095833
POP7	-0.07162108196133946	7.61865640625	-2.134568869727356	0.034662022026500545	0.07325395561473491	-4.375515375358461	-0.07162108196133946	0.034662022026500545	0.07325395561473491
PCDHB2	0.0492528472063467	2.141287734375	2.1342116254380783	0.034691823696959945	0.07330981551194576	-4.376243615806558	0.0492528472063467	0.034691823696959945	0.07330981551194576
IFFO1	0.044006297519543956	7.01304859375	2.132591135168709	0.03482728468806234	0.07358891926366393	-4.37954555047919	0.044006297519543956	0.03482728468806234	0.07358891926366393
LOC101929713	0.06514780840239488	2.31371046875	2.1322171718470133	0.03485861005622796	0.07364795498767743	-4.3803072118391455	0.06514780840239488	0.03485861005622796	0.07364795498767743
ZNF865	0.07163287421300955	5.128595625	2.1319709208010567	0.03487925077865794	0.07368440732136992	-4.3808086901599275	0.07163287421300955	0.03487925077865794	0.07368440732136992
SYN3	-0.055862098557490865	3.304453984375	-2.131889203397085	0.03488610265040694	0.07369172567045078	-4.380975091769973	-0.055862098557490865	0.03488610265040694	0.07369172567045078
SPRYD4	-0.06910509108172519	8.42262109375	-2.131781054951216	0.03489517250948539	0.07370372731321835	-4.381195305924624	-0.06910509108172519	0.03489517250948539	0.07370372731321835
PFKFB2	0.0580254851817423	5.655346328125	2.131679280943662	0.03490370963687646	0.07371202187500588	-4.381402530808375	0.0580254851817423	0.03490370963687646	0.07371202187500588
FYCO1	-0.07932639726882709	7.21948671875	-2.131653449255766	0.03490587676800605	0.07371202187500588	-4.3814551259591745	-0.07932639726882709	0.03490587676800605	0.07371202187500588
LINC01545	-0.057741851420157426	3.221730234375	-2.1310879864620285	0.034953344991106965	0.07380509741715684	-4.382606299607446	-0.057741851420157426	0.034953344991106965	0.07380509741715684
MRPL49	0.042187133719194955	8.68702109375	2.130280675819679	0.03502121192943607	0.07394122324575589	-4.384249335951131	0.042187133719194955	0.03502121192943607	0.07394122324575589
SEC1P	-0.06429655926476796	3.495191171875	-2.1301988516680197	0.03502809686098884	0.07394858220274556	-4.384415831863797	-0.06429655926476796	0.03502809686098884	0.07394858220274556
PRG2	0.10148686251775679	5.545237421875	2.1300295938529543	0.03504234243493628	0.07397147743689168	-4.38476021902323	0.10148686251775679	0.03504234243493628	0.07397147743689168
REG4	0.06029783228859232	3.624648125	2.1292871557542457	0.03510488880923295	0.07409631731682946	-4.386270549105486	0.06029783228859232	0.03510488880923295	0.07409631731682946
RCN1	0.04465211222221995	9.107507734375	2.1288476999983024	0.03514195596292431	0.07416735888827909	-4.387164295879536	0.04465211222221995	0.03514195596292431	0.07416735888827909
ENDOU	-0.048247906653712216	2.7290659375	-2.1284708136542547	0.03517377243365161	0.07422730614563673	-4.387930654680931	-0.048247906653712216	0.03517377243365161	0.07422730614563673
SEC16A	0.0767920803280174	8.428692421875	2.128079283838533	0.035206851430378244	0.07428990582646405	-4.388726655555166	0.0767920803280174	0.035206851430378244	0.07428990582646405
MARC1	-0.0972301395478955	9.18775765625	-2.127988585332853	0.03521451806290562	0.07429887598665237	-4.388911030961294	-0.0972301395478955	0.03521451806290562	0.07429887598665237
TVP23B	-0.08176553085708876	7.344288671875	-2.127757101845896	0.035234091609544924	0.07433296428885955	-4.389381566293469	-0.08176553085708876	0.035234091609544924	0.07433296428885955
NPHP3-AS1	0.05625353626605075	4.0091890625	2.1276847052769616	0.03524021517318617	0.07433867345445294	-4.389528716647828	0.05625353626605075	0.03524021517318617	0.07433867345445294
STX18	0.0615458105638245	6.993617421875	2.1274681518986345	0.03525853752574032	0.07437011216885768	-4.389968846486417	0.0615458105638245	0.03525853752574032	0.07437011216885768
PSMD5	0.07248565225214124	8.045887265625	2.127064959012761	0.03529267316009849	0.07443489618495466	-4.390788197066758	0.07248565225214124	0.03529267316009849	0.07443489618495466
OK/SW-CL.58	0.04724620722667251	2.73864953125	2.1269804485890043	0.03529983170559521	0.07444277645097554	-4.390959917032122	0.04724620722667251	0.03529983170559521	0.07444277645097554
NR6A1	-0.05108342624136273	6.051878359375	-2.126691909596617	0.03532428215426571	0.07448711804010683	-4.391546162547495	-0.05108342624136273	0.03532428215426571	0.07448711804010683
KANK1	0.06488212324562802	9.42505203125	2.125911833514688	0.03539045806562749	0.07461493080170944	-4.393130728433732	0.06488212324562802	0.03539045806562749	0.07461493080170944
SCN10A	0.052404244803925554	3.53450984375	2.125896552802434	0.03539175543658521	0.07461493080170944	-4.39316176268256	0.052404244803925554	0.03539175543658521	0.07461493080170944
H1FNT	-0.06734879421534352	4.526338046875	-2.125786751210264	0.03540107907562341	0.07462735469832697	-4.3933847572954345	-0.06734879421534352	0.03540107907562341	0.07462735469832697
ATP5J2-PTCD1	-0.05278444532776612	7.04551109375	-2.125537803955228	0.03542222591420172	0.07466469770461533	-4.393890301253707	-0.05278444532776612	0.03542222591420172	0.07466469770461533
CLN8	-0.10402093833932748	6.478799453125	-2.1247081754153534	0.03549277748285128	0.07480616108753647	-4.395574652144771	-0.10402093833932748	0.03549277748285128	0.07480616108753647
CEP72	0.06613293827346964	4.69931765625	2.1243072001553176	0.03552691984621775	0.07487086682956547	-4.396388511309638	0.06613293827346964	0.03552691984621775	0.07487086682956547
INO80E	0.053299762075136876	6.41355140625	2.1234837086182172	0.03559712763773265	0.07501064159785399	-4.398059502499466	0.053299762075136876	0.03559712763773265	0.07501064159785399
LCLAT1	0.07738681939208705	8.197550937499999	2.1234483970115012	0.03560014084752653	0.07501064159785399	-4.398131141687393	0.07738681939208705	0.03560014084752653	0.07501064159785399
ARPC3	0.07076163891698764	9.357149296875	2.123369606825879	0.03560686496454426	0.07501754320326695	-4.398290984982392	0.07076163891698764	0.03560686496454426	0.07501754320326695
FAM96B	-0.04234197189496606	9.332972578125	-2.1227545323167836	0.0356593943721151	0.07512067613510605	-4.399538609458453	-0.04234197189496606	0.0356593943721151	0.07512067613510605
PDHB	0.046715162637778924	10.2471328125	2.1227155784150367	0.03566272341503426	0.07512067613510605	-4.399617612673698	0.046715162637778924	0.03566272341503426	0.07512067613510605
GC	-0.032279638104896854	13.1073609375	-2.122669547153501	0.03566665764249097	0.07512168897144714	-4.399710967887058	-0.032279638104896854	0.03566665764249097	0.07512168897144714
ARHGEF26	-0.12787863653873294	8.107067734375	-2.1226077605135525	0.035671939048734405	0.07512553878663177	-4.399836273347308	-0.12787863653873294	0.035671939048734405	0.07512553878663177
NINJ1	0.06889374737114043	7.833373671875	2.122345994069841	0.035694321839574134	0.07516540009450688	-4.400367107109175	0.06889374737114043	0.035694321839574134	0.07516540009450688
KRT8P12	0.05707070469402552	4.985510546875	2.1222494943392043	0.03570257627163225	0.07517550494984188	-4.400562782629908	0.05707070469402552	0.03570257627163225	0.07517550494984188
LOC101927809	-0.10072875752339285	4.933593984375	-2.1221268163952844	0.03571307232364421	0.07519032735735894	-4.400811528558863	-0.10072875752339285	0.03571307232364421	0.07519032735735894
AMER3	-0.05910860527149062	4.022138671875	-2.121916191628192	0.03573109911931163	0.07522100059444362	-4.40123856716605	-0.05910860527149062	0.03573109911931163	0.07522100059444362
KRTAP4-5	-0.0767353915397013	3.5124875	-2.1216799984517216	0.035751323582039043	0.07525041298672891	-4.401717398349808	-0.0767353915397013	0.035751323582039043	0.07525041298672891
HCG8	0.09402359996075754	5.2940482031250005	2.121672228462553	0.03575198906899477	0.07525041298672891	-4.40173314949803	0.09402359996075754	0.03575198906899477	0.07525041298672891
ZNF701	0.05594011203706708	3.633458203125	2.121034981622257	0.035806604618194134	0.07535807568300862	-4.403024778990114	0.05594011203706708	0.035806604618194134	0.07535807568300862
TSPAN11	0.06956608982601907	4.76961046875	2.120913819956131	0.03581699697660032	0.07537265504807843	-4.403270319483431	0.06956608982601907	0.03581699697660032	0.07537265504807843
ROM1	-0.07867202506759066	4.99292296875	-2.1205448327131937	0.0358486620232171	0.07542724420871028	-4.404018011004518	-0.07867202506759066	0.0358486620232171	0.07542724420871028
ANKRD30BP2	0.05258993248723929	2.457933203125	2.1204988819253336	0.03585260703103056	0.07542724420871028	-4.404111114172187	0.05258993248723929	0.03585260703103056	0.07542724420871028
PLOD3	0.0717454377379967	8.305921484375	2.1204903448539345	0.03585334000450808	0.07542724420871028	-4.404128411348307	0.0717454377379967	0.03585334000450808	0.07542724420871028
TP53AIP1	-0.07384409518405279	4.1567484375	-2.120102227219677	0.03588667655392344	0.0754832528153965	-4.404914717730119	-0.07384409518405279	0.03588667655392344	0.0754832528153965
FLJ11710	-0.06118372967342336	4.94813390625	-2.120075369541176	0.03588898442660289	0.0754832528153965	-4.404969125042609	-0.06118372967342336	0.03588898442660289	0.0754832528153965
GH1	0.056826245252091276	3.66317125	2.1200592108499174	0.035890373000029695	0.0754832528153965	-4.405001858424619	0.056826245252091276	0.035890373000029695	0.0754832528153965
BMP15	0.052379433681078114	3.9344103125	2.119846510983393	0.03590865537116139	0.07551440258013087	-4.4054327123554256	0.052379433681078114	0.03590865537116139	0.07551440258013087
AQP8	-0.0715077887461952	3.99520015625	-2.1196969479007275	0.03592151570255222	0.07553414510175141	-4.405735649588882	-0.0715077887461952	0.03592151570255222	0.07553414510175141
MRS2	0.054655324651838276	6.890958671875	2.1196356030859764	0.03592679164660758	0.07553793724034938	-4.405859896603898	0.054655324651838276	0.03592679164660758	0.07553793724034938
WDR44	0.07348352500829039	7.165062265625	2.1192294062948815	0.03596174335848036	0.07560411745211397	-4.406682517876825	0.07348352500829039	0.03596174335848036	0.07560411745211397
LOC100130950	-0.06889082678227613	4.09610765625	-2.1190989614882523	0.03597297386474706	0.075619181951117	-4.4069466607990195	-0.06889082678227613	0.03597297386474706	0.075619181951117
RAVER1	0.04464425888768179	5.0731875	2.119065427283872	0.03597586144495517	0.075619181951117	-4.407014563105415	0.04464425888768179	0.03597586144495517	0.075619181951117
LOC101927746	-0.048168881675071246	3.026932421875	-2.1188735895058066	0.03599238415242409	0.07564660217079046	-4.40740298984784	-0.048168881675071246	0.03599238415242409	0.07564660217079046
DUOX2	0.05619125976723385	2.86106359375	2.1187207810669646	0.03600555000232425	0.07566696253507481	-4.4077123678251215	0.05619125976723385	0.03600555000232425	0.07566696253507481
PROX2	0.046057801125105005	2.347866953125	2.117899960462366	0.03607634233182204	0.075808411393366	-4.409373856027691	0.046057801125105005	0.03607634233182204	0.075808411393366
NAALADL2-AS3	0.0394604323623085	1.819917578125	2.117716445169561	0.036092186162533305	0.07583437898131816	-4.409745241806283	0.0394604323623085	0.036092186162533305	0.07583437898131816
TEX26-AS1	0.05436817525677096	4.976707578125	2.11767146176802	0.03609607072933025	0.07583521601073218	-4.409836271578342	0.05436817525677096	0.03609607072933025	0.07583521601073218
PPP1R36	0.06573613413082374	4.520449921875	2.117570017409002	0.03610483233701185	0.07584575668022421	-4.410041550834328	0.06573613413082374	0.03610483233701185	0.07584575668022421
LOC105373065	0.04401704628339507	3.2736878125	2.1175173102901126	0.036109385301197304	0.07584575668022421	-4.41014820349657	0.04401704628339507	0.036109385301197304	0.07584575668022421
ZBED6	0.16277366033079452	4.9583046875	2.117492276851997	0.036111547921531845	0.07584575668022421	-4.410198857700017	0.16277366033079452	0.036111547921531845	0.07584575668022421
MYO1C	-0.07685282003120797	8.611721484375	-2.117075947153346	0.03614753071618569	0.07591400228511173	-4.411041203039277	-0.07685282003120797	0.03614753071618569	0.07591400228511173
ZFP92	0.06463551408111108	5.309284375	2.1168879085268113	0.03616379276468032	0.07594082286032348	-4.411421604394326	0.06463551408111108	0.03616379276468032	0.07594082286032348
C9	-0.085124820677812	11.12109296875	-2.116639166848289	0.036185314255469454	0.07597388485956394	-4.411924759364606	-0.085124820677812	0.036185314255469454	0.07597388485956394
CTXN1	-0.06364731198603954	3.766000859375	-2.1166252074955225	0.03618652236610776	0.07597388485956394	-4.411952994726523	-0.06364731198603954	0.03618652236610776	0.07597388485956394
HR	-0.053682427600383734	5.627820703125	-2.116466753420147	0.036200238194579695	0.07599534659782783	-4.412273485105045	-0.053682427600383734	0.036200238194579695	0.07599534659782783
LOC105371622	0.07014229548987326	2.56790890625	2.116423999031213	0.03620393979408318	0.07599578330026936	-4.412359956613791	0.07014229548987326	0.03620393979408318	0.07599578330026936
LOC105376689	0.08097883858254748	5.42725390625	2.1161868672000907	0.03622447617445149	0.07603155444064486	-4.4128395303700625	0.08097883858254748	0.03622447617445149	0.07603155444064486
LIMD1-AS1	-0.05426490231698198	5.197658359375	-2.1155814970091122	0.03627694873681407	0.07613434306530792	-4.414063599558384	-0.05426490231698198	0.03627694873681407	0.07613434306530792
KIF25-AS1	-0.06314646673611432	5.002107421875	-2.1154741847200165	0.03628625723635133	0.07614427831628934	-4.41428055281912	-0.06314646673611432	0.03628625723635133	0.07614427831628934
DHX29	0.05428443645611953	7.6487321875	2.115446217035209	0.036288683551922565	0.07614427831628934	-4.414337093403134	0.05428443645611953	0.036288683551922565	0.07614427831628934
NLRP11	0.10546064292737449	4.377655703125	2.1151896163137653	0.03631095128483861	0.0761836538675824	-4.4148558150901716	0.10546064292737449	0.03631095128483861	0.0761836538675824
MS4A5	-0.07204971331956195	3.665229140625	-2.1151200809238775	0.03631698757311705	0.07618897007213957	-4.414996371677457	-0.07204971331956195	0.03631698757311705	0.07618897007213957
PLEKHB1	-0.07066370932592883	4.42561796875	-2.1147291720436523	0.03635093803307116	0.0762488327006109	-4.415786462033315	-0.07066370932592883	0.03635093803307116	0.0762488327006109
SPOUT1	-0.052911895081189486	5.862888984375	-2.114710818573435	0.03635253270528367	0.0762488327006109	-4.415823554031181	-0.052911895081189486	0.03635253270528367	0.0762488327006109
KYNU	-0.0627472768903224	9.86476578125	-2.1139466103584232	0.03641898577874876	0.07638085206759755	-4.417367737108758	-0.0627472768903224	0.03641898577874876	0.07638085206759755
TPBGL	0.07721387705976376	4.0972715625	2.113643063960983	0.036445410232228366	0.07642890280359237	-4.417980948033746	0.07721387705976376	0.036445410232228366	0.07642890280359237
ADGRF4	0.05916338765582449	3.657657578125	2.113528091859146	0.0364554231480097	0.07644253130312849	-4.418213188113123	0.05916338765582449	0.0364554231480097	0.07644253130312849
COL7A1	0.061940229817043495	5.396430625	2.113355957568543	0.03647041874895778	0.07646660424540516	-4.41856087201489	0.061940229817043495	0.03647041874895778	0.07646660424540516
TMEM179	-0.05732126304127384	4.127654453125	-2.1129930777583534	0.0365020486997784	0.07652146624501016	-4.419293745013663	-0.05732126304127384	0.0365020486997784	0.07652146624501016
C1ORF210	0.13372853819515587	5.206083984375	2.1129154490529323	0.03650881817484653	0.07652146624501016	-4.419450508905857	0.13372853819515587	0.03650881817484653	0.07652146624501016
SIX3-AS1	0.06430078483747809	3.53338453125	2.112897816923863	0.036510355904512085	0.07652146624501016	-4.419486114588693	0.06430078483747809	0.036510355904512085	0.07652146624501016
LINC00051	0.03907769103991338	2.1257265625	2.1128943769566213	0.036510655916745294	0.07652146624501016	-4.419493061101658	0.03907769103991338	0.036510655916745294	0.07652146624501016
BMP3	-0.06176242035297378	3.0850840625	-2.112578194367056	0.03653824044102934	0.07657190214968315	-4.420131500759057	-0.06176242035297378	0.03653824044102934	0.07657190214968315
SLC35G1	0.06284780204350421	5.088062578125	2.112247963812397	0.03656706971743325	0.07662493666923471	-4.420798211089453	0.06284780204350421	0.03656706971743325	0.07662493666923471
POM121	-0.07321568697112701	4.899449375	-2.1119010205508864	0.03659737913506951	0.07668106225439868	-4.421498558380472	-0.07321568697112701	0.03659737913506951	0.07668106225439868
MIR17HG	0.09912554325671678	5.0722696875	2.1117931210864946	0.03660680978606208	0.0766934347757111	-4.421716344734174	0.09912554325671678	0.03660680978606208	0.0766934347757111
MRPL47	0.060374897338886256	8.723474375	2.1109088953419968	0.03668417199567158	0.07684811184724999	-4.4235006919263	0.060374897338886256	0.03668417199567158	0.07684811184724999
CASQ2	0.11556448673376453	4.200145234375	2.11082029148589	0.03669193183717648	0.07685696612942705	-4.423679454042997	0.11556448673376453	0.03669193183717648	0.07685696612942705
SLC25A15	0.08108464100938695	9.950650546875	2.1103190592192766	0.03673585591962353	0.07694037930522037	-4.42469058004763	0.08108464100938695	0.03673585591962353	0.07694037930522037
TEX12	-0.04538056270128203	2.04238328125	-2.110285165437812	0.03673882774069434	0.07694037930522037	-4.424758945221271	-0.04538056270128203	0.03673882774069434	0.07694037930522037
LOC105375240	0.05024172133979214	2.000370546875	2.110201124303736	0.03674619739640772	0.07694840507932779	-4.424928455282037	0.05024172133979214	0.03674619739640772	0.07694840507932779
LOC101928865	0.05887893029867624	2.866080234375	2.1100902268521318	0.03675592406023191	0.07696136452808015	-4.425152124607644	0.05887893029867624	0.03675592406023191	0.07696136452808015
TMEM235	0.06022741088339498	3.179138828125	2.109246400092647	0.03683000763411735	0.07710593258196062	-4.4268536815651895	0.06022741088339498	0.03683000763411735	0.07710593258196062
ONECUT1	-0.13486889439807662	6.220117421875	-2.109223073207628	0.03683205743847528	0.07710593258196062	-4.42690071066544	-0.13486889439807662	0.03683205743847528	0.07710593258196062
COL16A1	0.13704856668952378	5.1778634375	2.109003815300474	0.03685132910184083	0.07713885315168818	-4.427342730630336	0.13704856668952378	0.03685132910184083	0.07713885315168818
AP1B1	0.05540199496293588	6.676653671875	2.108737052914712	0.03687478788242749	0.07718053120431494	-4.427880460953977	0.05540199496293588	0.03687478788242749	0.07718053120431494
HIGD2A	0.04626674454586225	9.380665234375	2.108622891959771	0.036884830996906766	0.0771941243674921	-4.428110563239773	0.04626674454586225	0.036884830996906766	0.0771941243674921
AKTIP	0.0499097665580093	7.9864909375	2.1085802186731706	0.036888585711180324	0.07719455555317996	-4.428196572332075	0.0499097665580093	0.036888585711180324	0.07719455555317996
CHRNE	-0.058469416804564876	4.2811978125	-2.1082570696748517	0.036917029460777954	0.07724664696616995	-4.4288478346287	-0.058469416804564876	0.036917029460777954	0.07724664696616995
TMEM169	0.054224674640420786	5.16302296875	2.10814350510416	0.036927029961131674	0.07726014068909275	-4.429076686264162	0.054224674640420786	0.036927029961131674	0.07726014068909275
SF3A3	0.04753768039286207	7.12512171875	2.107650451186181	0.03697047537156646	0.07734053444905575	-4.43007013913819	0.04753768039286207	0.03697047537156646	0.07734053444905575
SLC5A10	0.04494498344539609	5.48113875	2.1076267430748863	0.03697256551904247	0.07734053444905575	-4.430117903077917	0.04494498344539609	0.03697256551904247	0.07734053444905575
TSPAN33	-0.07769142300552075	7.63070953125	-2.107581475522656	0.036976556666266036	0.0773414458808928	-4.430209100710615	-0.07769142300552075	0.036976556666266036	0.0773414458808928
SIRT4	-0.06720528907316226	4.588520234375	-2.1073383310206704	0.036998000568770215	0.07737885841481189	-4.430698917064483	-0.06720528907316226	0.036998000568770215	0.07737885841481189
IL6ST	0.06166361020506206	10.9894090625	2.1072464331679557	0.03700610820300292	0.07738837451835442	-4.4308840322214165	0.06166361020506206	0.03700610820300292	0.07738837451835442
LOC100506571	-0.05963348413555027	5.39502546875	-2.107080771827101	0.0370207274435377	0.07741025914904953	-4.431217714408701	-0.05963348413555027	0.0370207274435377	0.07741025914904953
LOC100294033	-0.171757902850152	6.7360159375	-2.1070472038256063	0.037023690350145334	0.07741025914904953	-4.431285325536489	-0.171757902850152	0.037023690350145334	0.07741025914904953
ACRV1	0.06273288169561736	3.508963359375	2.1067642418812476	0.03704867433159354	0.07745505168045691	-4.431855214553215	0.06273288169561736	0.03704867433159354	0.07745505168045691
ZNF334	0.07867425455551856	3.8455490625	2.1066450270872763	0.037059204688161325	0.07746962133207508	-4.432095293308356	0.07867425455551856	0.037059204688161325	0.07746962133207508
LOC654841	0.048569781496863265	2.725701953125	2.106335121871146	0.0370865909730251	0.07751654579074305	-4.432719331529252	0.048569781496863265	0.0370865909730251	0.07751654579074305
FOXE1	-0.06872393328012899	3.693350546875	-2.106310371018457	0.037088778954169704	0.07751654579074305	-4.432769167196556	-0.06872393328012899	0.037088778954169704	0.07751654579074305
CAMK4	0.07501637128105705	4.156288359375	2.106158321773828	0.03710222258215233	0.0775304713238221	-4.433075305288771	0.07501637128105705	0.03710222258215233	0.0775304713238221
PYCARD-AS1	0.06752032447504361	4.703919609375	2.106154392399384	0.03710257005842817	0.0775304713238221	-4.433083216473305	0.06752032447504361	0.03710257005842817	0.0775304713238221
KRT81	-0.05740527387512777	5.780373125	-2.105868389808971	0.037127868917662614	0.07757588440744548	-4.4336590012406845	-0.05740527387512777	0.037127868917662614	0.07757588440744548
MRGPRX1	0.041919837075478375	2.81007171875	2.1057854516446852	0.03713520813610182	0.07758376705576478	-4.433825959967624	0.041919837075478375	0.03713520813610182	0.07758376705576478
FAM110A	0.056901249119099134	5.065321953125	2.1054992307751514	0.03716054548712274	0.07762924670905416	-4.434402089953151	0.056901249119099134	0.03716054548712274	0.07762924670905416
RBKS	-0.045378473932914304	8.7694696874999991	-2.1053987158297227	0.03716944698060871	0.07764038603506637	-4.4346043977428895	-0.045378473932914304	0.03716944698060871	0.07764038603506637
LOC105374989	0.04706029025423133	2.1968940625	2.1050478395121295	0.0372005345968618	0.07769786165007536	-4.435310540607224	0.04706029025423133	0.0372005345968618	0.07769786165007536
STK32C	-0.0719408211937084	4.783281796875	-2.1049028522477014	0.03721338699378172	0.07771724340204818	-4.435602297175562	-0.0719408211937084	0.03721338699378172	0.07771724340204818
ZNF767P	0.06291744756643909	6.0317259375	2.1041720592328077	0.03727822636642152	0.07784285105583809	-4.4370725799010184	0.06291744756643909	0.03727822636642152	0.07784285105583809
POU3F4	-0.055264560878437806	2.70889140625	-2.104144327764768	0.037280688746366995	0.07784285105583809	-4.437128363468192	-0.055264560878437806	0.037280688746366995	0.07784285105583809
KRTAP3-2	0.04896205462386493	2.517518203125	2.1034873656634403	0.03733906381936677	0.07795725647976633	-4.438449682801256	0.04896205462386493	0.03733906381936677	0.07795725647976633
ATF5	-0.1140565026426464	10.731044375	-2.1031363807434125	0.037370283201720735	0.07801459650446851	-4.439155445699942	-0.1140565026426464	0.037370283201720735	0.07801459650446851
