sample_id	ProlifHubScore	HepLossScore	HCCStateScore	title	geo_accession	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1	molecule_ch1	extract_protocol_ch1	label_ch1	label_protocol_ch1	taxid_ch1	hyb_protocol	scan_protocol	data_processing	platform_id	contact_name	contact_email	contact_institute	contact_address	contact_city	contact_zip/postal_code	contact_country	supplementary_file	data_row_count	tissue:ch1	tissue	accession	role	etiology
GSM616831	-0.7384469296713905	1.0440491952646338	-1.7824961249360243	non_tumor sample 82	GSM616831	Public on Jul 05 2011	Nov 03 2010	Jul 05 2011	RNA	1	non_tumor	Homo sapiens	tissue: non_tumor liver	total RNA	Samples are processed in parallel in 96-well plates to minimize potential variation.  Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.	Biotin	The final in vitro transcription incorporates biotin moieties that are later labeled with phycoerythrin.  After amplification, samples are put through a controlled fragmentation to improve hybridization sensitivity and consistency.  The labeled molecules are biotinylated-cRNA.	9606	GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques.  Arrays are hybridized for 18 hours at 45C with vigorous mixing.   Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed.  Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.	Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.	Data were loaded into the Rosetta Resolver system (Rosetta Biosoftware, Seattle, WA) and processed using the RMA algorithm (http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=Retrieve&db=PubMed&list_uids=12582260).  Intensities were calculated based on RMA, a Rosetta-developed error, and a MAS-5 p-value.  The Rosetta-developed error is used in the calculation of xdev for the ratio p-values as described in section 2.2 (http://bioinformatics.oxfordjournals.org/cgi/content/full/22/9/1111).	GPL10687	Chunsheng,,Zhang	chunsheng_zhang@merck.com	Merck	33 Avenue Louis Pasteur	Boston	02115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616831/suppl/GSM616831.CEL.gz	37582	non_tumor liver	non_tumor	GSE25097	added_external_validation	mixed
GSM616832	-0.6211031013348882	1.1909129080298697	-1.812016009364758	non_tumor sample 83	GSM616832	Public on Jul 05 2011	Nov 03 2010	Jul 05 2011	RNA	1	non_tumor	Homo sapiens	tissue: non_tumor liver	total RNA	Samples are processed in parallel in 96-well plates to minimize potential variation.  Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.	Biotin	The final in vitro transcription incorporates biotin moieties that are later labeled with phycoerythrin.  After amplification, samples are put through a controlled fragmentation to improve hybridization sensitivity and consistency.  The labeled molecules are biotinylated-cRNA.	9606	GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques.  Arrays are hybridized for 18 hours at 45C with vigorous mixing.   Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed.  Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.	Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.	Data were loaded into the Rosetta Resolver system (Rosetta Biosoftware, Seattle, WA) and processed using the RMA algorithm (http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=Retrieve&db=PubMed&list_uids=12582260).  Intensities were calculated based on RMA, a Rosetta-developed error, and a MAS-5 p-value.  The Rosetta-developed error is used in the calculation of xdev for the ratio p-values as described in section 2.2 (http://bioinformatics.oxfordjournals.org/cgi/content/full/22/9/1111).	GPL10687	Chunsheng,,Zhang	chunsheng_zhang@merck.com	Merck	33 Avenue Louis Pasteur	Boston	02115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616832/suppl/GSM616832.CEL.gz	37582	non_tumor liver	non_tumor	GSE25097	added_external_validation	mixed
GSM616833	-0.6022324260082427	1.2847799174557557	-1.8870123434639985	non_tumor sample 84	GSM616833	Public on Jul 05 2011	Nov 03 2010	Jul 05 2011	RNA	1	non_tumor	Homo sapiens	tissue: non_tumor liver	total RNA	Samples are processed in parallel in 96-well plates to minimize potential variation.  Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.	Biotin	The final in vitro transcription incorporates biotin moieties that are later labeled with phycoerythrin.  After amplification, samples are put through a controlled fragmentation to improve hybridization sensitivity and consistency.  The labeled molecules are biotinylated-cRNA.	9606	GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques.  Arrays are hybridized for 18 hours at 45C with vigorous mixing.   Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed.  Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.	Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.	Data were loaded into the Rosetta Resolver system (Rosetta Biosoftware, Seattle, WA) and processed using the RMA algorithm (http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=Retrieve&db=PubMed&list_uids=12582260).  Intensities were calculated based on RMA, a Rosetta-developed error, and a MAS-5 p-value.  The Rosetta-developed error is used in the calculation of xdev for the ratio p-values as described in section 2.2 (http://bioinformatics.oxfordjournals.org/cgi/content/full/22/9/1111).	GPL10687	Chunsheng,,Zhang	chunsheng_zhang@merck.com	Merck	33 Avenue Louis Pasteur	Boston	02115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616833/suppl/GSM616833.CEL.gz	37582	non_tumor liver	non_tumor	GSE25097	added_external_validation	mixed
GSM616834	-0.6853649972573842	1.1790654194721144	-1.8644304167294985	non_tumor sample 85	GSM616834	Public on Jul 05 2011	Nov 03 2010	Jul 05 2011	RNA	1	non_tumor	Homo sapiens	tissue: non_tumor liver	total RNA	Samples are processed in parallel in 96-well plates to minimize potential variation.  Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.	Biotin	The final in vitro transcription incorporates biotin moieties that are later labeled with phycoerythrin.  After amplification, samples are put through a controlled fragmentation to improve hybridization sensitivity and consistency.  The labeled molecules are biotinylated-cRNA.	9606	GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques.  Arrays are hybridized for 18 hours at 45C with vigorous mixing.   Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed.  Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.	Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.	Data were loaded into the Rosetta Resolver system (Rosetta Biosoftware, Seattle, WA) and processed using the RMA algorithm (http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=Retrieve&db=PubMed&list_uids=12582260).  Intensities were calculated based on RMA, a Rosetta-developed error, and a MAS-5 p-value.  The Rosetta-developed error is used in the calculation of xdev for the ratio p-values as described in section 2.2 (http://bioinformatics.oxfordjournals.org/cgi/content/full/22/9/1111).	GPL10687	Chunsheng,,Zhang	chunsheng_zhang@merck.com	Merck	33 Avenue Louis Pasteur	Boston	02115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616834/suppl/GSM616834.CEL.gz	37582	non_tumor liver	non_tumor	GSE25097	added_external_validation	mixed
GSM616835	-0.6655552526503296	1.040982024923239	-1.7065372775735685	non_tumor sample 86	GSM616835	Public on Jul 05 2011	Nov 03 2010	Jul 05 2011	RNA	1	non_tumor	Homo sapiens	tissue: non_tumor liver	total RNA	Samples are processed in parallel in 96-well plates to minimize potential variation.  Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.	Biotin	The final in vitro transcription incorporates biotin moieties that are later labeled with phycoerythrin.  After amplification, samples are put through a controlled fragmentation to improve hybridization sensitivity and consistency.  The labeled molecules are biotinylated-cRNA.	9606	GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques.  Arrays are hybridized for 18 hours at 45C with vigorous mixing.   Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed.  Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.	Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.	Data were loaded into the Rosetta Resolver system (Rosetta Biosoftware, Seattle, WA) and processed using the RMA algorithm (http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=Retrieve&db=PubMed&list_uids=12582260).  Intensities were calculated based on RMA, a Rosetta-developed error, and a MAS-5 p-value.  The Rosetta-developed error is used in the calculation of xdev for the ratio p-values as described in section 2.2 (http://bioinformatics.oxfordjournals.org/cgi/content/full/22/9/1111).	GPL10687	Chunsheng,,Zhang	chunsheng_zhang@merck.com	Merck	33 Avenue Louis Pasteur	Boston	02115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616835/suppl/GSM616835.CEL.gz	37582	non_tumor liver	non_tumor	GSE25097	added_external_validation	mixed
GSM616836	-0.7158889092978381	0.7303524087217642	-1.4462413180196023	non_tumor sample 87	GSM616836	Public on Jul 05 2011	Nov 03 2010	Jul 05 2011	RNA	1	non_tumor	Homo sapiens	tissue: non_tumor liver	total RNA	Samples are processed in parallel in 96-well plates to minimize potential variation.  Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.	Biotin	The final in vitro transcription incorporates biotin moieties that are later labeled with phycoerythrin.  After amplification, samples are put through a controlled fragmentation to improve hybridization sensitivity and consistency.  The labeled molecules are biotinylated-cRNA.	9606	GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques.  Arrays are hybridized for 18 hours at 45C with vigorous mixing.   Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed.  Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.	Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.	Data were loaded into the Rosetta Resolver system (Rosetta Biosoftware, Seattle, WA) and processed using the RMA algorithm (http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=Retrieve&db=PubMed&list_uids=12582260).  Intensities were calculated based on RMA, a Rosetta-developed error, and a MAS-5 p-value.  The Rosetta-developed error is used in the calculation of xdev for the ratio p-values as described in section 2.2 (http://bioinformatics.oxfordjournals.org/cgi/content/full/22/9/1111).	GPL10687	Chunsheng,,Zhang	chunsheng_zhang@merck.com	Merck	33 Avenue Louis Pasteur	Boston	02115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616836/suppl/GSM616836.CEL.gz	37582	non_tumor liver	non_tumor	GSE25097	added_external_validation	mixed
GSM616837	-0.6936988957109638	0.6379345190774629	-1.3316334147884268	non_tumor sample 88	GSM616837	Public on Jul 05 2011	Nov 03 2010	Jul 05 2011	RNA	1	non_tumor	Homo sapiens	tissue: non_tumor liver	total RNA	Samples are processed in parallel in 96-well plates to minimize potential variation.  Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.	Biotin	The final in vitro transcription incorporates biotin moieties that are later labeled with phycoerythrin.  After amplification, samples are put through a controlled fragmentation to improve hybridization sensitivity and consistency.  The labeled molecules are biotinylated-cRNA.	9606	GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques.  Arrays are hybridized for 18 hours at 45C with vigorous mixing.   Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed.  Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.	Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.	Data were loaded into the Rosetta Resolver system (Rosetta Biosoftware, Seattle, WA) and processed using the RMA algorithm (http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=Retrieve&db=PubMed&list_uids=12582260).  Intensities were calculated based on RMA, a Rosetta-developed error, and a MAS-5 p-value.  The Rosetta-developed error is used in the calculation of xdev for the ratio p-values as described in section 2.2 (http://bioinformatics.oxfordjournals.org/cgi/content/full/22/9/1111).	GPL10687	Chunsheng,,Zhang	chunsheng_zhang@merck.com	Merck	33 Avenue Louis Pasteur	Boston	02115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616837/suppl/GSM616837.CEL.gz	37582	non_tumor liver	non_tumor	GSE25097	added_external_validation	mixed
GSM616838	-0.7144644994095694	0.7434681422106807	-1.45793264162025	non_tumor sample 89	GSM616838	Public on Jul 05 2011	Nov 03 2010	Jul 05 2011	RNA	1	non_tumor	Homo sapiens	tissue: non_tumor liver	total RNA	Samples are processed in parallel in 96-well plates to minimize potential variation.  Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.	Biotin	The final in vitro transcription incorporates biotin moieties that are later labeled with phycoerythrin.  After amplification, samples are put through a controlled fragmentation to improve hybridization sensitivity and consistency.  The labeled molecules are biotinylated-cRNA.	9606	GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques.  Arrays are hybridized for 18 hours at 45C with vigorous mixing.   Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed.  Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.	Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.	Data were loaded into the Rosetta Resolver system (Rosetta Biosoftware, Seattle, WA) and processed using the RMA algorithm (http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=Retrieve&db=PubMed&list_uids=12582260).  Intensities were calculated based on RMA, a Rosetta-developed error, and a MAS-5 p-value.  The Rosetta-developed error is used in the calculation of xdev for the ratio p-values as described in section 2.2 (http://bioinformatics.oxfordjournals.org/cgi/content/full/22/9/1111).	GPL10687	Chunsheng,,Zhang	chunsheng_zhang@merck.com	Merck	33 Avenue Louis Pasteur	Boston	02115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616838/suppl/GSM616838.CEL.gz	37582	non_tumor liver	non_tumor	GSE25097	added_external_validation	mixed
GSM616839	-0.6542793563476802	0.22147838747512166	-0.8757577438228019	non_tumor sample 90	GSM616839	Public on Jul 05 2011	Nov 03 2010	Jul 05 2011	RNA	1	non_tumor	Homo sapiens	tissue: non_tumor liver	total RNA	Samples are processed in parallel in 96-well plates to minimize potential variation.  Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.	Biotin	The final in vitro transcription incorporates biotin moieties that are later labeled with phycoerythrin.  After amplification, samples are put through a controlled fragmentation to improve hybridization sensitivity and consistency.  The labeled molecules are biotinylated-cRNA.	9606	GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques.  Arrays are hybridized for 18 hours at 45C with vigorous mixing.   Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed.  Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.	Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.	Data were loaded into the Rosetta Resolver system (Rosetta Biosoftware, Seattle, WA) and processed using the RMA algorithm (http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=Retrieve&db=PubMed&list_uids=12582260).  Intensities were calculated based on RMA, a Rosetta-developed error, and a MAS-5 p-value.  The Rosetta-developed error is used in the calculation of xdev for the ratio p-values as described in section 2.2 (http://bioinformatics.oxfordjournals.org/cgi/content/full/22/9/1111).	GPL10687	Chunsheng,,Zhang	chunsheng_zhang@merck.com	Merck	33 Avenue Louis Pasteur	Boston	02115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616839/suppl/GSM616839.CEL.gz	37582	non_tumor liver	non_tumor	GSE25097	added_external_validation	mixed
GSM616840	-0.7144714925960481	1.1595566199197678	-1.8740281125158158	non_tumor sample 91	GSM616840	Public on Jul 05 2011	Nov 03 2010	Jul 05 2011	RNA	1	non_tumor	Homo sapiens	tissue: non_tumor liver	total RNA	Samples are processed in parallel in 96-well plates to minimize potential variation.  Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.	Biotin	The final in vitro transcription incorporates biotin moieties that are later labeled with phycoerythrin.  After amplification, samples are put through a controlled fragmentation to improve hybridization sensitivity and consistency.  The labeled molecules are biotinylated-cRNA.	9606	GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques.  Arrays are hybridized for 18 hours at 45C with vigorous mixing.   Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed.  Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.	Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.	Data were loaded into the Rosetta Resolver system (Rosetta Biosoftware, Seattle, WA) and processed using the RMA algorithm (http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=Retrieve&db=PubMed&list_uids=12582260).  Intensities were calculated based on RMA, a Rosetta-developed error, and a MAS-5 p-value.  The Rosetta-developed error is used in the calculation of xdev for the ratio p-values as described in section 2.2 (http://bioinformatics.oxfordjournals.org/cgi/content/full/22/9/1111).	GPL10687	Chunsheng,,Zhang	chunsheng_zhang@merck.com	Merck	33 Avenue Louis Pasteur	Boston	02115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616840/suppl/GSM616840.CEL.gz	37582	non_tumor liver	non_tumor	GSE25097	added_external_validation	mixed
GSM616841	-0.6236530716553111	0.39881877008001687	-1.022471841735328	non_tumor sample 92	GSM616841	Public on Jul 05 2011	Nov 03 2010	Jul 05 2011	RNA	1	non_tumor	Homo sapiens	tissue: non_tumor liver	total RNA	Samples are processed in parallel in 96-well plates to minimize potential variation.  Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.	Biotin	The final in vitro transcription incorporates biotin moieties that are later labeled with phycoerythrin.  After amplification, samples are put through a controlled fragmentation to improve hybridization sensitivity and consistency.  The labeled molecules are biotinylated-cRNA.	9606	GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques.  Arrays are hybridized for 18 hours at 45C with vigorous mixing.   Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed.  Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.	Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.	Data were loaded into the Rosetta Resolver system (Rosetta Biosoftware, Seattle, WA) and processed using the RMA algorithm (http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=Retrieve&db=PubMed&list_uids=12582260).  Intensities were calculated based on RMA, a Rosetta-developed error, and a MAS-5 p-value.  The Rosetta-developed error is used in the calculation of xdev for the ratio p-values as described in section 2.2 (http://bioinformatics.oxfordjournals.org/cgi/content/full/22/9/1111).	GPL10687	Chunsheng,,Zhang	chunsheng_zhang@merck.com	Merck	33 Avenue Louis Pasteur	Boston	02115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616841/suppl/GSM616841.CEL.gz	37582	non_tumor liver	non_tumor	GSE25097	added_external_validation	mixed
GSM616842	-0.4941718210096857	0.6790617600521525	-1.1732335810618382	non_tumor sample 93	GSM616842	Public on Jul 05 2011	Nov 03 2010	Jul 05 2011	RNA	1	non_tumor	Homo sapiens	tissue: non_tumor liver	total RNA	Samples are processed in parallel in 96-well plates to minimize potential variation.  Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.	Biotin	The final in vitro transcription incorporates biotin moieties that are later labeled with phycoerythrin.  After amplification, samples are put through a controlled fragmentation to improve hybridization sensitivity and consistency.  The labeled molecules are biotinylated-cRNA.	9606	GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques.  Arrays are hybridized for 18 hours at 45C with vigorous mixing.   Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed.  Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.	Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.	Data were loaded into the Rosetta Resolver system (Rosetta Biosoftware, Seattle, WA) and processed using the RMA algorithm (http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=Retrieve&db=PubMed&list_uids=12582260).  Intensities were calculated based on RMA, a Rosetta-developed error, and a MAS-5 p-value.  The Rosetta-developed error is used in the calculation of xdev for the ratio p-values as described in section 2.2 (http://bioinformatics.oxfordjournals.org/cgi/content/full/22/9/1111).	GPL10687	Chunsheng,,Zhang	chunsheng_zhang@merck.com	Merck	33 Avenue Louis Pasteur	Boston	02115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616842/suppl/GSM616842.CEL.gz	37582	non_tumor liver	non_tumor	GSE25097	added_external_validation	mixed
GSM616843	-0.6452826926119121	0.7110548213038078	-1.3563375139157199	non_tumor sample 94	GSM616843	Public on Jul 05 2011	Nov 03 2010	Jul 05 2011	RNA	1	non_tumor	Homo sapiens	tissue: non_tumor liver	total RNA	Samples are processed in parallel in 96-well plates to minimize potential variation.  Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.	Biotin	The final in vitro transcription incorporates biotin moieties that are later labeled with phycoerythrin.  After amplification, samples are put through a controlled fragmentation to improve hybridization sensitivity and consistency.  The labeled molecules are biotinylated-cRNA.	9606	GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques.  Arrays are hybridized for 18 hours at 45C with vigorous mixing.   Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed.  Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.	Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.	Data were loaded into the Rosetta Resolver system (Rosetta Biosoftware, Seattle, WA) and processed using the RMA algorithm (http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=Retrieve&db=PubMed&list_uids=12582260).  Intensities were calculated based on RMA, a Rosetta-developed error, and a MAS-5 p-value.  The Rosetta-developed error is used in the calculation of xdev for the ratio p-values as described in section 2.2 (http://bioinformatics.oxfordjournals.org/cgi/content/full/22/9/1111).	GPL10687	Chunsheng,,Zhang	chunsheng_zhang@merck.com	Merck	33 Avenue Louis Pasteur	Boston	02115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616843/suppl/GSM616843.CEL.gz	37582	non_tumor liver	non_tumor	GSE25097	added_external_validation	mixed
GSM616844	-0.6959289839478221	0.8594252417286219	-1.555354225676444	non_tumor sample 95	GSM616844	Public on Jul 05 2011	Nov 03 2010	Jul 05 2011	RNA	1	non_tumor	Homo sapiens	tissue: non_tumor liver	total RNA	Samples are processed in parallel in 96-well plates to minimize potential variation.  Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.	Biotin	The final in vitro transcription incorporates biotin moieties that are later labeled with phycoerythrin.  After amplification, samples are put through a controlled fragmentation to improve hybridization sensitivity and consistency.  The labeled molecules are biotinylated-cRNA.	9606	GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques.  Arrays are hybridized for 18 hours at 45C with vigorous mixing.   Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed.  Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.	Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.	Data were loaded into the Rosetta Resolver system (Rosetta Biosoftware, Seattle, WA) and processed using the RMA algorithm (http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=Retrieve&db=PubMed&list_uids=12582260).  Intensities were calculated based on RMA, a Rosetta-developed error, and a MAS-5 p-value.  The Rosetta-developed error is used in the calculation of xdev for the ratio p-values as described in section 2.2 (http://bioinformatics.oxfordjournals.org/cgi/content/full/22/9/1111).	GPL10687	Chunsheng,,Zhang	chunsheng_zhang@merck.com	Merck	33 Avenue Louis Pasteur	Boston	02115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616844/suppl/GSM616844.CEL.gz	37582	non_tumor liver	non_tumor	GSE25097	added_external_validation	mixed
GSM616845	-0.7273603731103329	0.9026175589587485	-1.6299779320690813	non_tumor sample 96	GSM616845	Public on Jul 05 2011	Nov 03 2010	Jul 05 2011	RNA	1	non_tumor	Homo sapiens	tissue: non_tumor liver	total RNA	Samples are processed in parallel in 96-well plates to minimize potential variation.  Reaction purification is achieved using magnetic binding beads for cDNA and Qiagen RNeasy kits for cRNA purification.	Biotin	The final in vitro transcription incorporates biotin moieties that are later labeled with phycoerythrin.  After amplification, samples are put through a controlled fragmentation to improve hybridization sensitivity and consistency.  The labeled molecules are biotinylated-cRNA.	9606	GeneChip microarrays are loaded with the fragmented target sample/hybridization buffer mix using standard manual techniques.  Arrays are hybridized for 18 hours at 45C with vigorous mixing.   Unbound sample is removed and staining is accomplished through the binding of streptavidin conjugated phycoerythrin to the hybridized target. Excess label is removed.  Washing and staining steps are performed by the Affymetrix FS450 fluidics station using standard protocols.	Arrays are scanned using a GeneChip Scanner 3000 7G with a 48 array autoloader. The scanner maintains the optimal temperature for the arrays prior to and during scanning.	Data were loaded into the Rosetta Resolver system (Rosetta Biosoftware, Seattle, WA) and processed using the RMA algorithm (http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=Retrieve&db=PubMed&list_uids=12582260).  Intensities were calculated based on RMA, a Rosetta-developed error, and a MAS-5 p-value.  The Rosetta-developed error is used in the calculation of xdev for the ratio p-values as described in section 2.2 (http://bioinformatics.oxfordjournals.org/cgi/content/full/22/9/1111).	GPL10687	Chunsheng,,Zhang	chunsheng_zhang@merck.com	Merck	33 Avenue Louis Pasteur	Boston	02115	USA	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM616nnn/GSM616845/suppl/GSM616845.CEL.gz	37582	non_tumor liver	non_tumor	GSE25097	added_external_validation	mixed
